"Country","Indicator","Note","Year_2000","Year_2005","Year_2010","Year2015"
"France","Purchasing Power Parity (NCU per Int$)","","0.930388","0.916458","0.853868","0.813835"
"France","Population (in thousands)","","60545.022","62772.87","64658.856","66456.279"
"France","Female Population 15-49","","18103.107","17945.229","17876.338","17706.865"
"Georgia","Current Health Expenditure (CHE) per Capita in PPP","","179.05058025","338.49355003","584.2642782","717.12690154"
"Georgia","Gross Domestic Product ","in million current PPP","11430.15745378","18288.53034214","25901.59929608","35723.85058516"
"Georgia","Purchasing Power Parity (NCU per Int$)","","0.52868913","0.63542558","0.80083858","0.88892993"
"Georgia","Population (in thousands)","","4722.059","4486.547","4231.661","3951.524"
"Georgia","Female Population 15-49","","1606.21","1504.786","1316.698","1151.457"
"Germany","Current Health Expenditure (CHE) per Capita in PPP","","2683.87505835","3267.62874834","4315.03642126","5328.89937894"
"Germany","Gross Domestic Product ","in million current PPP","2243861.78995389","2636421.03260951","3207749.14493094","3905505.16281439"
"Germany","Purchasing Power Parity (NCU per Int$)","","0.943231","0.872721","0.804321","0.779323"
"Germany","Population (in thousands)","","82163.475","82500.849","81802.257","81197.537"
"Germany","Female Population 15-49","","23854.675","23362.566","22061.457","21040.561"
"Greece","Current Health Expenditure (CHE) per Capita in PPP","","1417.55141836","2304.75351919","2694.11930676","2180.174112"
"Greece","Gross Domestic Product ","in million current PPP","210883.87233553","281028.28840469","313353.29716871","288887.80248823"
"Greece","Purchasing Power Parity (NCU per Int$)","","0.669787","0.708976","0.721331","0.610313"
"Greece","Population (in thousands)","","10775.627","10969.912","11119.289","10858.018"
"Greece","Female Population 15-49","","3362.125","3361.577","3274.512","3074.693"
"Hungary","Current Health Expenditure (CHE) per Capita in PPP","","802.5579974","1364.59935938","1618.65394901","1859.51808242"
"Hungary","Gross Domestic Product ","in million current PPP","121266.32039193","172304.96812628","215559.08691452","257370.94250281"
"Hungary","Purchasing Power Parity (NCU per Int$)","","110.088885","130.929945","126.297617","133.364356"
"Hungary","Population (in thousands)","","10221.644","10097.549","10014.324","9855.571"
"Hungary","Female Population 15-49","","3160.049","2983.611","2835.222","2771.646"
"Iceland","Current Health Expenditure (CHE) per Capita in PPP","","2679.54932171","3442.3953384","3384.48803041","3971.07389193"
"Iceland","Gross Domestic Product ","in million current PPP","8282.45084098","10968.81394656","12255.81395405","15713.58857162"
"Iceland","Purchasing Power Parity (NCU per Int$)","","84.735314","95.840665","132.762126","142.233544"
"Iceland","Population (in thousands)","","279.049","293.577","317.63","330.243"
"Iceland","Female Population 15-49","","93.01","95.003","99.499","99.226"
"Ireland","Current Health Expenditure (CHE) per Capita in PPP","","1794.82490878","3128.88817278","4562.28913589","5132.81259724"
"Ireland","Gross Domestic Product ","in million current PPP","114814.29455236","168219.03970221","197448.75657296","322444.90302194"
"Ireland","Purchasing Power Parity (NCU per Int$)","","0.943968","1.011707","0.848743","0.812658"
"Ireland","Population (in thousands)","","3777.565","4111.672","4549.428","4677.627"
"Ireland","Female Population 15-49","","1291.755","1379.622","1488.39","1456.515"
"Israel","Current Health Expenditure (CHE) per Capita in PPP","","1773.80346751","1856.57359247","2086.81552006","2750.4843101"
"Israel","Gross Domestic Product ","in million current PPP","156818.41466037","172004.76389565","219775.591983","300752.36887576"
"Israel","Purchasing Power Parity (NCU per Int$)","","3.44084","3.716937","3.974354","3.865399"
"Israel","Population (in thousands)","","6013.741","6602.97","7425.959","8064.547"
"Israel","Female Population 15-49","","2027.72","2172.057","2389.363","2571.79"
"Italy","Current Health Expenditure (CHE) per Capita in PPP","","2049.10228899","2516.80314976","3142.16835526","3288.74548908"
"Italy","Gross Domestic Product ","in million current PPP","1538738.70406194","1742085.7895617","2077210.82754969","2225175.54359608"
"Italy","Purchasing Power Parity (NCU per Int$)","","0.805378","0.855139","0.772437","0.742693"
"Italy","Population (in thousands)","","56923.524","57874.753","59190.143","60795.612"
"Italy","Female Population 15-49","","16626.004","16588.116","16287.884","15357.999"
"Kazakhstan","Current Health Expenditure (CHE) per Capita in PPP","","324.37593782","541.55006523","534.426619","764.40208971"
"Kazakhstan","Gross Domestic Product ","in million current PPP","117400.46716554","215981.95466415","321378.21321583","439446.1637392"
"Kazakhstan","Purchasing Power Parity (NCU per Int$)","","22.14558479","35.14460276","67.88113227","93.03559201"
"Kazakhstan","Population (in thousands)","","15057.363","15541.457","16398.976","17749.648"
"Kazakhstan","Female Population 15-49","","5628.374","5675.693","5769.639","5922.709"
"Kyrgyzstan","Current Health Expenditure (CHE) per Capita in PPP","","72.25327954","159.92699684","190.89709948","252.77824056"
"Kyrgyzstan","Gross Domestic Product ","in million current PPP","8054.50726785","10895.0155325","14893.06377889","20537.03850235"
"Kyrgyzstan","Purchasing Power Parity (NCU per Int$)","","8.11446285","9.26102397","14.79675393","20.96159093"
"Kyrgyzstan","Population (in thousands)","","4920.718","5075.38","5422.337","5865.401"
"Kyrgyzstan","Female Population 15-49","","1862.32","1943.865","2009.72","2063.047"
"Latvia","Current Health Expenditure (CHE) per Capita in PPP","","434.21035697","807.58015738","1068.94868545","1393.63892939"
"Latvia","Gross Domestic Product ","in million current PPP","18983.10439142","31001.86277483","36866.32440409","48469.21286332"
"Latvia","Purchasing Power Parity (NCU per Int$)","","0.360863","0.438593","0.486566","0.501768"
"Latvia","Population (in thousands)","","2381.715","2249.724","2120.504","1986.096"
"Latvia","Female Population 15-49","","754.49","688.493","608.765","543.366"
"Lithuania","Current Health Expenditure (CHE) per Capita in PPP","","521.72503585","811.57510434","1351.24277706","1853.69928322"
"Lithuania","Gross Domestic Product ","in million current PPP","29593.2020035","48263.48680201","62287.3904171","83613.96219172"
"Lithuania","Purchasing Power Parity (NCU per Int$)","","0.45173133","0.43516024","0.44997325","0.44761196"
"Lithuania","Population (in thousands)","","3512.074","3355.22","3141.976","2921.262"
"Lithuania","Female Population 15-49","","1138.008","1058.813","934.475","805.605"
"Luxembourg","Current Health Expenditure (CHE) per Capita in PPP","","3286.17467781","4942.73643196","6083.70168052","6420.31741462"
"Luxembourg","Gross Domestic Product ","in million current PPP","24144.88446152","31733.10875425","43444.34916972","58394.17200433"
"Luxembourg","Purchasing Power Parity (NCU per Int$)","","0.955872","0.946363","0.924811","0.892245"
"Luxembourg","Population (in thousands)","","433.6","461.23","502.066","562.958"
"Luxembourg","Female Population 15-49","","135.468","141.465","156.038","170.355"
"Malta","Current Health Expenditure (CHE) per Capita in PPP","","1199.60235744","1940.51116229","2287.96964731","3389.00663075"
"Malta","Gross Domestic Product ","in million current PPP","7131.77146349","8990.84131265","11538.27022805","15927.50211844"
"Malta","Purchasing Power Parity (NCU per Int$)","","0.58006626","0.57272727","0.57196615","0.59862494"
"Malta","Population (in thousands)","","388.759","402.668","414.027","439.691"
"Malta","Female Population 15-49","","123.495","122.258","117.401","115.941"
"Monaco","Current Health Expenditure (CHE) per Capita in PPP","","1629.19489359","2300.9959306","2795.95042441","3406.49639489"
"Monaco","Gross Domestic Product ","in million current PPP","3013.7459883","3673.58369565","4449.2472022","6431.00447012"
"Monaco","Purchasing Power Parity (NCU per Int$)","","0.94","0.92","0.91","0.8775612"
"Monaco","Population (in thousands)","","32.082","33.793","37.094","38.307"
"Netherlands","Current Health Expenditure (CHE) per Capita in PPP","","2237.90554945","3457.74618163","4645.03371283","5160.33964384"
"Netherlands","Gross Domestic Product ","in million current PPP","503117.66971453","608165.51281351","740096.77914596","838994.91047294"
"Netherlands","Purchasing Power Parity (NCU per Int$)","","0.890569","0.897139","0.853283","0.814614"
"Netherlands","Population (in thousands)","","15863.95","16305.526","16574.989","16900.726"
"Netherlands","Female Population 15-49","","4917.31","4897.398","4827.511","4701.407"
"Norway","Current Health Expenditure (CHE) per Capita in PPP","","2856.4713314","3995.39661642","5195.66777286","6268.11239787"
"Norway","Gross Domestic Product ","in million current PPP","165943.45214448","220865.84601526","283684.34327028","320353.17675173"
"Norway","Purchasing Power Parity (NCU per Int$)","","9.086746","9.005204","9.143046","9.73337"
"Norway","Population (in thousands)","","4478.497","4606.363","4858.199","5166.493"
"Norway","Female Population 15-49","","1358.533","1385.283","1434.342","1506.525"
"Poland","Current Health Expenditure (CHE) per Capita in PPP","","564.24999524","806.79669124","1353.13239787","1686.15661012"
"Poland","Gross Domestic Product ","in million current PPP","407500.74732545","530344.1056546","801517.96721497","1010239.42904432"
"Poland","Purchasing Power Parity (NCU per Int$)","","1.833204","1.867595","1.803201","1.781154"
"Poland","Population (in thousands)","","38263.303","38173.835","38022.869","38005.614"
"Poland","Female Population 15-49","","12831.919","12179.125","11356.757","11016.974"
"Portugal","Current Health Expenditure (CHE) per Capita in PPP","","1587.79752473","2146.88866099","2684.0386427","2645.32270338"
"Portugal","Gross Domestic Product ","in million current PPP","194313.52277695","238841.41426763","289013.6965618","305898.6485337"
"Portugal","Purchasing Power Parity (NCU per Int$)","","0.661129","0.664259","0.622565","0.587806"
"Portugal","Population (in thousands)","","10249.022","10494.672","10573.479","10374.822"
"Portugal","Female Population 15-49","","3185.805","3148.54","3086.291","2899.129"
"Republic of Moldova","Current Health Expenditure (CHE) per Capita in PPP","","111.12883672","281.08571849","465.69073069","514.25716696"
"Republic of Moldova","Gross Domestic Product ","in million current PPP","6831.83224039","10588.1507092","13648.77304451","17964.88740236"
"Republic of Moldova","Purchasing Power Parity (NCU per Int$)","","2.39247678","3.55605063","5.26677378","6.82236394"
"Republic of Moldova","Population (in thousands)","","3644.07","3600.436","3563.695","3555.159"
"Republic of Moldova","Female Population 15-49","","1521.743","1460.511","1353.587","1282.687"
"Romania","Current Health Expenditure (CHE) per Capita in PPP","","245.99089734","529.22995421","977.4452468","1063.18568351"
"Romania","Gross Domestic Product ","in million current PPP","131899.04089506","207302.98705934","344746.34375817","427299.71685842"
"Romania","Purchasing Power Parity (NCU per Int$)","","0.61619326","1.40127648","1.5362701","1.66765334"
"Romania","Population (in thousands)","","22455.485","21382.354","20294.683","19870.647"
"Romania","Female Population 15-49","","7077.646","6553.542","5926.745","5722.347"
"Russian Federation","Current Health Expenditure (CHE) per Capita in PPP","","367.60572953","604.02811651","1089.46920091","1328.25303737"
"Russian Federation","Gross Domestic Product ","in million current PPP","1075061.16675377","1823065.41916065","3146150.66710911","3621746.49702941"
"Russian Federation","Purchasing Power Parity (NCU per Int$)","","7.301352","12.736131","15.815104","23.02403"
"Russian Federation","Population (in thousands)","","146396.514","143618.185","143153.869","143888.004"
"Russian Federation","Female Population 15-49","","49359.158","46877.698","44133.512","41880.41"
"San Marino","Current Health Expenditure (CHE) per Capita in PPP","","2705.51914404","2789.63332733","3750.73931212","3564.17997509"
"San Marino","Gross Domestic Product ","in million current PPP","1458.53658537","1810.34482759","1958.75","1725.38440069"
"San Marino","Purchasing Power Parity (NCU per Int$)","","0.82","0.87","0.8","0.7957647"
"San Marino","Population (in thousands)","","27.418","29.24","31.11","32.96"
"Serbia","Current Health Expenditure (CHE) per Capita in PPP","","371.78671918","759.03803561","1217.8752206","1303.44905906"
"Serbia","Gross Domestic Product ","in million current PPP","43032.9974876","64787.06119632","88132.31795744","98598.30833313"
"Serbia","Purchasing Power Parity (NCU per Int$)","","9.60009816","27.03272795","34.80232985","41.00950684"
"Serbia","Population (in thousands)","","7527.952","7456.05","7306.677","7114.393"
"Serbia","Female Population 15-49","","2978.127","2773.918","2629.344","2522.708"
"Slovakia","Current Health Expenditure (CHE) per Capita in PPP","","602.12656285","1096.34467375","1949.60475748","2028.35529699"
"Slovakia","Gross Domestic Product ","in million current PPP","61188.01770508","89275.28399281","134713.52392268","160121.69594584"
"Slovakia","Purchasing Power Parity (NCU per Int$)","","0.516462","0.564715","0.501637","0.492728"
"Slovakia","Population (in thousands)","","5398.657","5372.685","5390.41","5421.349"
"Slovakia","Female Population 15-49","","1831.437","1758.507","1664.256","1603.729"
"Slovenia","Current Health Expenditure (CHE) per Capita in PPP","","1405.6242925","1910.00312801","2387.38829007","2676.20868657"
"Slovenia","Gross Domestic Product ","in million current PPP","35895.1668189","47901.85778557","56881.76750156","64935.89443482"
"Slovenia","Purchasing Power Parity (NCU per Int$)","","0.526589","0.610135","0.637329","0.598076"
"Slovenia","Population (in thousands)","","1987.755","1997.59","2046.976","2062.874"
"Slovenia","Female Population 15-49","","625.267","596.775","568.885","549.488"
"Spain","Current Health Expenditure (CHE) per Capita in PPP","","1471.07262696","2144.07853611","2888.51093985","3175.13388298"
"Spain","Gross Domestic Product ","in million current PPP","873445.36861084","1209299.96829143","1488329.47344941","1617121.75751514"
"Spain","Purchasing Power Parity (NCU per Int$)","","0.739886","0.769508","0.726274","0.667852"
"Spain","Population (in thousands)","","40470.182","43296.338","46486.619","46449.565"
"Spain","Female Population 15-49","","12621.763","13286.969","13593.805","12886.117"
"Sweden","Current Health Expenditure (CHE) per Capita in PPP","","2172.67242049","2817.27042441","3546.8806866","5299.96677265"
"Sweden","Gross Domestic Product ","in million current PPP","259738.42600145","306709.16541111","390392.38272182","469295.53933129"
"Sweden","Purchasing Power Parity (NCU per Int$)","","9.164443","9.479182","9.016554","8.949286"
"Sweden","Population (in thousands)","","8861.426","9011.392","9340.682","9747.355"
"Sweden","Female Population 15-49","","2554.357","2549.016","2612.419","2693.283"
"Switzerland","Current Health Expenditure (CHE) per Capita in PPP","","3528.69234598","4403.75246354","5711.54242715","7611.30984866"
"Switzerland","Gross Domestic Product ","in million current PPP","256828.86936505","301740.58704525","415654.36572198","527160.32608477"
"Switzerland","Purchasing Power Parity (NCU per Int$)","","1.788924","1.686548","1.464752","1.240107"
"Switzerland","Population (in thousands)","","7164.444","7415.102","7785.806","8237.666"
"Switzerland","Female Population 15-49","","2178.238","2230.968","2282.546","2336.077"
"Tajikistan","Current Health Expenditure (CHE) per Capita in PPP","","40.33726581","79.12098557","118.35384251","192.71812314"
"Tajikistan","Gross Domestic Product ","in million current PPP","5879.23026397","10408.51145364","15768.92384317","24037.89304019"
"Tajikistan","Purchasing Power Parity (NCU per Int$)","","0.30735316","0.69183764","1.56668903","2.01357082"
"Tajikistan","Population (in thousands)","","6216.205","6854.176","7641.63","8548.651"
"Tajikistan","Female Population 15-49","","2379.305","2648.694","2865.62","3122.221"
"The former Yugoslav Republic of Macedonia","Current Health Expenditure (CHE) per Capita in PPP","","543.39083032","598.51694931","757.91346482","875.82865745"
"The former Yugoslav Republic of Macedonia","Gross Domestic Product ","in million current PPP","12465.51135706","15987.15230195","23367.94791587","28661.02806231"
"The former Yugoslav Republic of Macedonia","Purchasing Power Parity (NCU per Int$)","","19.94671481","19.29342976","18.7135388","19.50223135"
"The former Yugoslav Republic of Macedonia","Population (in thousands)","","2034.819","2060.272","2070.739","2079.308"
"The former Yugoslav Republic of Macedonia","Female Population 15-49","","685.695","673.888","658.443","633.928"
"Turkey","Current Health Expenditure (CHE) per Capita in PPP","","442.8917639","587.45476593","881.50213826","1028.21421935"
"Turkey","Gross Domestic Product ","in million current PPP","605983.30824184","807227.20165255","1261588.23126374","1944646.54650559"
"Turkey","Purchasing Power Parity (NCU per Int$)","","0.281636","0.834589","0.919487","1.202608"
"Turkey","Population (in thousands)","","63240.121","67903.406","72326.914","78271.472"
"Turkey","Female Population 15-49","","23426.153","24828.6","25949.593","27357.81"
"Turkmenistan","Current Health Expenditure (CHE) per Capita in PPP","","291.27978803","552.59299458","486.71069852","1005.45481336"
"Turkmenistan","Gross Domestic Product ","in million current PPP","19090.40140246","27496.57712952","49556.06582584","88848.81339725"
"Turkmenistan","Purchasing Power Parity (NCU per Int$)","","0.27359299","0.64957176","1.29877138","1.41024956"
"Turkmenistan","Population (in thousands)","","4516.131","4754.641","5087.21","5565.284"
"Turkmenistan","Female Population 15-49","","1772.285","1845.446","1924.166","2007.592"
"Ukraine","Current Health Expenditure (CHE) per Capita in PPP","","210.14170715","410.42837397","536.10337939","530.51424642"
"Ukraine","Gross Domestic Product ","in million current PPP","193390.07228818","314855.06181741","351654.85884217","340580.49409581"
"Ukraine","Purchasing Power Parity (NCU per Int$)","","0.9094986","1.45249372","3.06933339","5.83869022"
"Ukraine","Population (in thousands)","","48840.074","46892.163","45792.501","44657.704"
"Ukraine","Female Population 15-49","","15726.847","14589.976","13671.617","12879.497"
"United Kingdom","Current Health Expenditure (CHE) per Capita in PPP","","1570.20698568","2339.62487237","3052.57256523","4087.72853404"
"United Kingdom","Gross Domestic Product ","in million current PPP","1545684.45432832","1959226.64597757","2251771.98321016","2708049.14453017"
"United Kingdom","Purchasing Power Parity (NCU per Int$)","","0.704627","0.707619","0.701615","0.697453"
"United Kingdom","Population (in thousands)","","58785.246","60182.05","62510.197","64875.165"
"United Kingdom","Female Population 15-49","","17888.112","18158.615","18617.584","18565.745"
"Uzbekistan","Current Health Expenditure (CHE) per Capita in PPP","","105.45925359","135.90759451","218.08312672","373.85723913"
"Uzbekistan","Gross Domestic Product ","in million current PPP","48918.47809763","71507.00445799","116535.3388806","189983.6552662"
"Uzbekistan","Purchasing Power Parity (NCU per Int$)","","66.55153894","222.68308008","525.83362771","904.33200561"
"Uzbekistan","Population (in thousands)","","24848.92","26512.184","28606.294","30976.021"
"Uzbekistan","Female Population 15-49","","9580.426","10312.048","10771.734","11295.529"
"Bangladesh","Current Health Expenditure (CHE) per Capita in PPP","","27.61859734","41.77014433","64.1650749","88.04646301"
"Bangladesh","Gross Domestic Product ","in million current PPP","181527.82701197","263292.88460501","391145.37137559","576228.49186242"
"Bangladesh","Purchasing Power Parity (NCU per Int$)","","15.67919942","17.32746028","21.90192861","28.18904346"
"Bangladesh","Population (in thousands)","","131581.243","143431.101","152149.102","161200.886"
"Bangladesh","Female Population 15-49","","48497.112","53779.198","57953.564","60743.02"
"Bhutan","Current Health Expenditure (CHE) per Capita in PPP","","116.62377959","152.28443742","201.49306339","287.31702071"
"Bhutan","Gross Domestic Product ","in million current PPP","1551.52753122","2487.68173823","4220.80055868","6182.95061239"
"Bhutan","Purchasing Power Parity (NCU per Int$)","","12.27048803","13.65890157","15.84035992","20.34368506"
"Bhutan","Population (in thousands)","","573.416","656.639","727.641","787.386"
"Bhutan","Female Population 15-49","","214.447","242.518","265.172","284.848"
"Democratic People's Republic of Korea","Female Population 15-49","","8054.836","8491.674","8490.293","8482.265"
"India","Current Health Expenditure (CHE) per Capita in PPP","","82.29379314","110.66324986","145.63059462","219.4957199"
"India","Gross Domestic Product ","in million current PPP","2147732.20287933","3339658.75808435","5478664.78028016","8069039.32052832"
"India","Purchasing Power Parity (NCU per Int$)","","10.13819459","11.05912031","14.20806038","17.05784227"
"India","Population (in thousands)","","1053050.912","1144118.674","1230980.691","1309053.98"
"India","Female Population 15-49","","374847.439","404723.616","432186.252","456614.785"
"Indonesia","Current Health Expenditure (CHE) per Capita in PPP","","90.05398189","160.40219006","244.65616694","331.6426852"
"Indonesia","Gross Domestic Product ","in million current PPP","994418.70902336","1407273.47933083","2003952.39864018","2848828.07545061"
"Indonesia","Purchasing Power Parity (NCU per Int$)","","1520.0403877","2144.14173529","3425.29747945","4045.99101621"
"Indonesia","Population (in thousands)","","211540.429","226712.73","242524.123","258162.113"
"Indonesia","Female Population 15-49","","79502.042","84378.596","89136.121","92632.068"
"Maldives","Current Health Expenditure (CHE) per Capita in PPP","","784.4094607","728.936442","998.37594858","1298.72217914"
"Maldives","Gross Domestic Product ","in million current PPP","2842.81259494","2632.79843436","4287.66004283","6106.20564964"
"Maldives","Purchasing Power Parity (NCU per Int$)","","3.3181927","5.655959","7.72659205","10.08252973"
"Maldives","Population (in thousands)","","280.384","318.836","364.511","418.403"
"Maldives","Female Population 15-49","","108.838","120.228","128.245","136.92"
"Myanmar","Current Health Expenditure (CHE) per Capita in PPP","","21.94182237","46.97097663","67.66923883","279.66890877"
"Myanmar","Gross Domestic Product ","in million current PPP","54987.92715011","113129.50287166","182865.2091184","282187.08691218"
"Myanmar","Purchasing Power Parity (NCU per Int$)","","53.47944817","125.11537345","217.51958829","257.68018585"
"Myanmar","Population (in thousands)","","46095.462","48482.614","50155.896","52403.669"
"Myanmar","Female Population 15-49","","17806.083","18315.53","18733.941","19294.838"
"Nepal","Current Health Expenditure (CHE) per Capita in PPP","","46.81989184","67.58753566","96.79902349","153.26708331"
"Nepal","Gross Domestic Product ","in million current PPP","31104.62795809","38453.3143161","52581.80053122","70620.24119936"
"Nepal","Purchasing Power Parity (NCU per Int$)","","13.0975365","15.32798955","22.68416045","30.16344838"
"Nepal","Population (in thousands)","","23740.911","25640.287","27023.137","28656.282"
"Nepal","Female Population 15-49","","8737.211","9560.434","10359.965","11063.867"
"Sri Lanka","Current Health Expenditure (CHE) per Capita in PPP","","220.79197819","264.61800265","323.20438603","463.7359234"
"Sri Lanka","Gross Domestic Product ","in million current PPP","97653.63938902","128850.43351133","168798.21669701","246941.92460446"
"Sri Lanka","Purchasing Power Parity (NCU per Int$)","","15.24352814","21.78579399","37.99606492","44.34492449"
"Sri Lanka","Population (in thousands)","","18781.938","19524.558","20198.353","20714.04"
"Sri Lanka","Female Population 15-49","","6837.144","6938.118","7003.015","7049.858"
"Thailand","Current Health Expenditure (CHE) per Capita in PPP","","225.88001636","324.25419009","447.9589788","598.18946283"
"Thailand","Gross Domestic Product ","in million current PPP","458555.4568645","671403.30036868","888080.23553472","1120011.99323907"
"Thailand","Purchasing Power Parity (NCU per Int$)","","11.05607386","11.341036","12.17024157","12.27398196"
"Thailand","Population (in thousands)","","62958.021","65425.47","67208.808","68657.6"
"Thailand","Female Population 15-49","","23471.243","23687.464","23114.296","22216.023"
"Timor-Leste","Current Health Expenditure (CHE) per Capita in PPP","",,"57.46134805","106.33818883","138.0459775"
"Timor-Leste","Gross Domestic Product ","in million current PPP",,"4385.83776718","8274.20384634","4902.68858135"
"Timor-Leste","Purchasing Power Parity (NCU per Int$)","",,"0.41360399","0.48330934","0.633122"
"Timor-Leste","Population (in thousands)","",,"1026.484","1109.591","1240.977"
"Timor-Leste","Female Population 15-49","",,"369.695","396.307","443.495"
"Australia","Current Health Expenditure (CHE) per Capita in PPP","","2147.53858601","2833.41719795","3596.37991129","4423.48042444"
"Australia","Gross Domestic Product ","in million current PPP","537537.12525799","717192.85255367","941984.34842961","1128361.33039708"
"Australia","Purchasing Power Parity (NCU per Int$)","","1.311102","1.388356","1.501319","1.470809"
"Australia","Population (in thousands)","","19065.837","20238.903","22120.064","23799.556"
"Australia","Female Population 15-49","","6147.974","6346.786","6744.858","7114.09"
"Brunei Darussalam","Current Health Expenditure (CHE) per Capita in PPP","","1836.08896281","1828.51558133","1798.08082846","1896.28120319"
"Brunei Darussalam","Gross Domestic Product ","in million current PPP","24058.21967666","29945.9261017","30674.52291146","33169.14500829"
"Brunei Darussalam","Purchasing Power Parity (NCU per Int$)","","0.47738362","0.58809335","0.60930043","0.53598005"
"Brunei Darussalam","Population (in thousands)","","333.241","365.158","388.662","417.542"
"Brunei Darussalam","Female Population 15-49","","132.982","141.604","146.521","150.998"
"Cambodia","Current Health Expenditure (CHE) per Capita in PPP","","71.33775863","120.15968992","170.8497128","217.07473412"
"Cambodia","Gross Domestic Product ","in million current PPP","13253.74848331","23268.52718089","35369.65224577","54581.45739535"
"Cambodia","Purchasing Power Parity (NCU per Int$)","","1062.54000653","1106.8294439","1330.17946213","1350.17136802"
"Cambodia","Population (in thousands)","","12152.354","13270.201","14308.74","15517.635"
"Cambodia","Female Population 15-49","","4785.743","5203.567","5463.273","5795.523"
"China","Current Health Expenditure (CHE) per Capita in PPP","","129.49947798","210.16618355","384.19622271","703.49509727"
"China","Gross Domestic Product ","in million current PPP","3714693.23118238","6705604.50781287","12414776.7053102","20103466.5528642"
"China","Purchasing Power Parity (NCU per Int$)","","2.70754067","2.8213771","3.30822108","3.47755666"
"China","Population (in thousands)","","1283198.97","1321623.49","1359755.102","1397028.553"
"China","Female Population 15-49","","467495.533","460518.503","453755.119","438711.978"
"Cook Islands","Current Health Expenditure (CHE) per Capita in PPP","","365.50117233","522.52277065","530.72030197","524.81411377"
"Cook Islands","Gross Domestic Product ","in million current PPP","205.8122449","246.9352381","283.28","320.45482431"
"Cook Islands","Purchasing Power Parity (NCU per Int$)","","0.98","1.05","1.25","1.276638"
"Cook Islands","Population (in thousands)","","18.122","19.71","18.545","17.449"
"Fiji","Current Health Expenditure (CHE) per Capita in PPP","","196.21620883","233.29130715","266.60319488","320.05397741"
"Fiji","Gross Domestic Product ","in million current PPP","4275.95577278","5387.04110707","6194.08384379","8000.74995445"
"Fiji","Purchasing Power Parity (NCU per Int$)","","0.83536879","0.93557853","0.97254092","1.14364279"
"Fiji","Population (in thousands)","","811.223","821.817","859.95","892.149"
"Fiji","Female Population 15-49","","298.567","296.852","302.74","305.679"
"Japan","Current Health Expenditure (CHE) per Capita in PPP","","1908.82646736","2452.82504998","3192.88645536","4397.89123348"
"Japan","Gross Domestic Product ","in million current PPP","3404322.6157382","4045734.39281561","4482491.1372833","5176841.33873421"
"Japan","Purchasing Power Parity (NCU per Int$)","","154.716829","129.551955","111.624069","102.762624"
"Japan","Population (in thousands)","","127533.934","128335.767","128551.873","127974.958"
"Japan","Female Population 15-49","","35716.293","34048.405","32978.801","31780.318"
"Kiribati","Current Health Expenditure (CHE) per Capita in PPP","","137.53406489","202.70591893","158.89412295","169.38670465"
"Kiribati","Gross Domestic Product ","in million current PPP","134.28224732","162.62889183","177.17122133","235.33294728"
"Kiribati","Purchasing Power Parity (NCU per Int$)","","0.86385209","0.90389843","0.95952378","0.95609222"
"Kiribati","Population (in thousands)","","84.406","92.325","102.652","112.407"
"Kiribati","Female Population 15-49","","31.796","35.672","38.358","41.266"
"Lao People's Democratic Republic","Current Health Expenditure (CHE) per Capita in PPP","","87.25645338","103.13719915","126.74622108","150.36934777"
"Lao People's Democratic Republic","Gross Domestic Product ","in million current PPP","10877.22542627","17785.48968936","27191.39281467","40839.17702455"
"Lao People's Democratic Republic","Purchasing Power Parity (NCU per Int$)","","1299.24713759","1826.39694309","2280.01428329","2871.05648406"
"Lao People's Democratic Republic","Population (in thousands)","","5329.304","5754.026","6246.274","6663.967"
"Lao People's Democratic Republic","Female Population 15-49","","1986.141","2198.666","2376.546","2518.321"
"Malaysia","Current Health Expenditure (CHE) per Capita in PPP","","356.06703328","485.94504845","667.71067356","1037.65805447"
"Malaysia","Gross Domestic Product ","in million current PPP","321881.48449405","438337.77898","581371.19067256","817952.64479631"
"Malaysia","Purchasing Power Parity (NCU per Int$)","","1.18904323","1.28073606","1.41292691","1.41539123"
"Malaysia","Population (in thousands)","","23185.608","25659.393","28112.289","30723.155"
"Malaysia","Female Population 15-49","","8570.345","9377.551","10155.549","10833.238"
"Marshall Islands","Current Health Expenditure (CHE) per Capita in PPP","","577.23252304","757.80261289","658.05221263","884.40306115"
"Marshall Islands","Gross Domestic Product ","in million current PPP","119.70623314","150.05377471","178.73859558","207.19009484"
"Marshall Islands","Purchasing Power Parity (NCU per Int$)","","0.92727001","0.9196703","0.92313582","0.8687674"
"Marshall Islands","Population (in thousands)","","52.159","52.055","52.425","52.994"
"Micronesia (Federated States of)","Current Health Expenditure (CHE) per Capita in PPP","","191.79055708","333.34826037","418.90523218","424.77842208"
"Micronesia (Federated States of)","Gross Domestic Product ","in million current PPP","266.48521377","308.84613717","335.31403825","363.58033974"
"Micronesia (Federated States of)","Purchasing Power Parity (NCU per Int$)","","0.8780975","0.81270241","0.88573685","0.86638348"
"Micronesia (Federated States of)","Population (in thousands)","","107.432","106.196","103.616","104.433"
"Micronesia (Federated States of)","Female Population 15-49","","40.102","39.191","37.572","37.405"
"Mongolia","Current Health Expenditure (CHE) per Capita in PPP","","228.98823002","202.19511783","253.38980554","474.43211812"
"Mongolia","Gross Domestic Product ","in million current PPP","10339.44646386","15790.19473285","20487.73746183","36175.52010357"
